,Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference,Comments_after_preprocess,Sentiment
241409,this looks absolutely horrible the first time ever that i couldn't actually watch the full trailer of a movie because even the trailer looks like shit,UghQyKZ-ZxT9T3gCoAEC,0.0,1,2014-09-24T16:09:38Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,look absolutely horrible first time ever could n't actually watch full trailer movie even trailer look like shit,1
241410,I hope he cuts up Honey Boo Boo and feeds her to her pig mother. ,UgiYtcejJ1ug4ngCoAEC,0.0,7,2014-09-24T16:04:17Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,hope cut honey boo boo feed pig mother .,1
241411,thats some pretty good sound whats name of the song... yea i know Darude Sandstrom,Ugi56y57sQlaQXgCoAEC,8.0,5,2014-09-24T16:02:53Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,thats pretty good sound whats name song ... yea know darude sandstrom,1
241412,Strange narration and it still seems like maybe a fun bad movie. ,Ugh4R_yEOkkXSHgCoAEC,0.0,3,2014-09-24T16:01:19Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,strange narration still seems like maybe fun bad movie .,1
241413,This generation really needs him!!,UggRcYFo62lbdHgCoAEC,0.0,12,2014-09-24T16:01:10Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,generation really need ! !,0
241414,I hope he gets those god damn kardashians ,UgiCdqxiSkIp43gCoAEC,0.0,5,2014-09-24T15:59:29Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,hope get god damn kardashians,1
241415,the sound please ???,Ughcm2OTBJClPXgCoAEC,3.0,1,2014-09-24T15:56:01Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,sound please ? ? ?,1
241416,Why do I have a feeling that Dave Bautista is going to have less screen time that Bryan Cranston in Godzilla and with less of an impact,UgiOxtRZ_dDiCXgCoAEC,0.0,0,2014-09-24T15:55:29Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,feeling dave bautista going less screen time bryan cranston godzilla less impact,1
241417,Is that Tori Black..this changes everything,UghryQN1VdLwy3gCoAEC,6.0,27,2014-09-24T15:51:41Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,torus black .. change everything,0
241418,At the end thought I was watching cinema sins,UgiBPRNnIdTClHgCoAEC,0.0,0,2014-09-24T15:41:04Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,end thought watching cinema sin,0
241419,At the end thought I was watching cinema sins,UgiRad1Qyj3Y_HgCoAEC,0.0,0,2014-09-24T15:41:03Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,end thought watching cinema sin,0
241420,looks about as bad as reality TV...just sayin.,UggEvVIZosrBg3gCoAEC,0.0,1,2014-09-24T15:34:40Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,look bad reality tv ... sayin .,0
241421,0:41 Virtual Riot TV Background?,UggcPun9GXZpUngCoAEC,0.0,0,2014-09-24T15:32:50Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,0:41 virtual riot tv background ?,0
241422,We need him! Kim watch out... ,Uggwd2XKpwPak3gCoAEC,3.0,21,2014-09-24T15:32:27Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,need ! kim watch ...,0
241423,"1:36 Cinemasins

On a side note though:  I'm glad to see Mischa Barton working in the business again! I used to have a huge crush on her, nearly a decade ago, when she was in the OC. Then, she pretty much threw her career down the drain with all the drugs she was taking. Glad she bounced back!",UgjSegydPr_W0ngCoAEC,2.0,41,2014-09-24T15:28:41Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,"1:36 cinemasins side note though : 'm glad see mischa barton working business ! used huge crush , nearly decade ago , oc . , pretty much threw career drain drug taking . glad bounced back !",1
241424,Looks terrible but I still feel like I wanna see it..,UgiMaxdSY_xwlXgCoAEC,0.0,6,2014-09-24T15:19:42Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,look terrible still feel like wan na see ..,1
241425,I thought the trailer was going to get a score in the end....,UggVtRi-T7OZqngCoAEC,0.0,8,2014-09-24T15:17:07Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,thought trailer going get score end ....,0
241426,1st,UgjIPD0NHR61vXgCoAEC,0.0,1,2014-09-24T15:13:41Z,CzWs3YO3Avo,2015-08-11,https://www.imdb.com/title/tt2735292/?ref_=adv_li_tt,2014-09-24,321.0,1st,0
