Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference
Huh?,UgyPLFzanri2d453JGR4AaABAg,0,0,2021-04-06T22:55:38Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
AKA TICKTOK: The Movie.,Ugxz61iSpuNFFQimACR4AaABAg,0,0,2021-04-06T22:53:01Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew Garfield. Most overrated actor ever.,UgzCTGrjgTmB_8Eb8a94AaABAg,0,0,2021-04-06T22:45:50Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Is it about pewdiepie?,UgxzXkhZyrS_LfpEXOp4AaABAg,0,0,2021-04-06T22:42:51Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
I am definitely not part of this movie's target audience.,UgztOWiBwcnI7g_DKE94AaABAg,0,0,2021-04-06T22:41:21Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
“Who am I? I’m Spider-Man!”,UgyjX1kFA962z72rJhl4AaABAg,0,22,2021-04-06T22:35:36Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Ugh, they really shouldn't have done a movie about the weird, psychotic and cultist degenerate behavior of social media personalities.",Ugzfe2qF8c-jkIu9sRZ4AaABAg,0,0,2021-04-06T22:30:05Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Looks like there are offended fans of these actual ""influencers"". LOL Can't wait to see this and I love that Andrew is playing one of these weirdos",Ugz58op9FdsvoEkt1Ml4AaABAg,2,11,2021-04-06T22:25:58Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrewww!!!,UgzBEzlx8n15XnnoOjx4AaABAg,0,0,2021-04-06T22:24:08Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Movie is only worth it if Andrew Garfield's character puts a 45 in his mouth at the end,UgwtwAO6sLo3dt_M6xh4AaABAg,0,0,2021-04-06T22:22:13Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Is it just me, or do all of these movies set in our hyper modern era look terrible and usually end up being terrible?",Ugz31sAo2EPlJWDdBet4AaABAg,0,0,2021-04-06T22:18:57Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
This is great. Can't wait. ANDREW STAN❤💫,UgwTtCi8vdGmZLepmTt4AaABAg,0,11,2021-04-06T22:06:33Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Garfield is a really good actor...many of his performances get overlooked....Like Silence or Never let me go,UgyM81DLAiqgLCAnnKJ4AaABAg,9,408,2021-04-06T21:56:34Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Oscar........ bait,UgxmPyZ4qt8HeDP4_aJ4AaABAg,0,0,2021-04-06T21:55:33Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
The rise and fall of David Dobrick,UgwQGy79QKK1s2fZHTV4AaABAg,0,5,2021-04-06T21:52:41Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Influencers? Oh... okay..... I'll skip this.,Ugxla1M5rDoP3xPPhE14AaABAg,0,0,2021-04-06T21:49:26Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
So YouTube the movie,Ugx6rZRuLQs99w02SNJ4AaABAg,0,0,2021-04-06T21:48:11Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Whats the song please if anyone had it tell me,UgyArVzj3-2AM5jqdUt4AaABAg,0,2,2021-04-06T21:43:49Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"i was going to watch the movie but then I saw jake paul, im out.",UgyGK5lPR-Vqy301zPF4AaABAg,0,1,2021-04-06T21:39:32Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew❤❤👑,UgzFiz5K5jFKOO4gAFt4AaABAg,0,1,2021-04-06T21:32:02Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
are there still movies thats not about reality ? xD,Ugyn8kFitsM-w76q0Jh4AaABAg,0,0,2021-04-06T21:12:28Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Blonde, Famous-Andrew is Peter Parker
Tobey is Peter B Parker",UgzoO4FOF9EmjIPfPqF4AaABAg,2,0,2021-04-06T21:11:41Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Spider-Man down bad rn,UgxTfyIZMqi2jiX7ELF4AaABAg,0,0,2021-04-06T21:11:35Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
It's always so special from Andrew ❤️,UgztUeZnqJ6dVsenwad4AaABAg,0,9,2021-04-06T21:11:07Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Hard pass, I don’t want to be reminded of my generation. I’m ashamed to be associated with them 😔",UgyZMLL0wyKlt6KYxbl4AaABAg,4,32,2021-04-06T21:02:28Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Whats the name of the song?,Ugxs7jkmjC5mQnyiNyB4AaABAg,3,6,2021-04-06T20:58:13Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
AHHHHH JAKE PAUL NOOOO,Ugxsa2Q6-kYyzkeAKgd4AaABAg,0,0,2021-04-06T20:54:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew Amazing🔥👑,UgxwCrtvjp12z37vIg54AaABAg,0,1,2021-04-06T20:51:45Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Oh great... again? I like the phrase ""Stop making stupid people famous"" and here we are... with literally a movie for THOSE people?",UgyugW75ohWhX29x5yh4AaABAg,0,0,2021-04-06T20:50:22Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
1:31 *He is in IT okay INFINITE DISLIKES*,UgwctzJ8cPJG6FtpgkF4AaABAg,0,1,2021-04-06T20:46:35Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"""Who am I?""
**screams** YOU'RE SPIDER-MAN!!!!!!!!",UgwsqupdOC1u7DF6u0t4AaABAg,0,50,2021-04-06T20:45:30Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
“Who am i” YOU ARE SPIDER MAN,Ugw1i7Ki5_R90P5GGJR4AaABAg,0,5,2021-04-06T20:40:37Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Im a simple man. I see Jake Paul. 

I dislike.",UgwOT4lCQvfhhulTmzR4AaABAg,0,1,2021-04-06T20:37:51Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
All that hashtag stuff felt very outdated,UgzI1-qUcNk8j6zNU7J4AaABAg,0,0,2021-04-06T20:36:07Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Looks like Jake Paul's biography.
 At 1:35 he confirms it😂",Ugw9FxlKcAtVeF3V_Sh4AaABAg,0,0,2021-04-06T20:35:48Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
The amazing Spiderman again but dark side,UgxKrafxGaPhXLt6P2B4AaABAg,0,1,2021-04-06T20:31:13Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"""You're Spiderman.""",UgzencMRJFlWv_gYJCV4AaABAg,0,3,2021-04-06T20:25:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Ew. A super awful famous person who is not an actor was in this trailer. Hope he doesn't get more roles.,UgwWfEa5NmXWwDItvXd4AaABAg,0,0,2021-04-06T20:20:23Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Social network on acid,UgxQxZwIoVuwI5PJkY54AaABAg,0,1,2021-04-06T20:19:14Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Not jake paul,UgwpY1VjsI_nLv7KoC54AaABAg,0,0,2021-04-06T20:14:02Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Under the Silver Lake 2 ... or maybe not! xD,UgwNY1YIX0tb_aBPe-N4AaABAg,2,10,2021-04-06T20:11:14Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Who am I?
Me: SPIDER-MAN!!!!!!!!!!!",Ugx5Z_qiIfUWoe74C8t4AaABAg,0,4,2021-04-06T20:10:24Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Plot twist: 





This is actually The Amazing Spider-Man 3 somewhere in the multiverse...",Ugxxy-DSw-lFtQXh6gV4AaABAg,0,4,2021-04-06T20:09:26Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Why does this trailer remind me so much of Wil Dasovich's vlogs! From the songs to the energy, smile and FACE! That's Wil Dasovich!",Ugx9dSF_u5YNV5p9gWJ4AaABAg,0,0,2021-04-06T20:06:29Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Who are you your Spiderman beeeeotch 😄 my bad was 😐,UgzQmiDLYkmrbPDV9dp4AaABAg,0,0,2021-04-06T20:02:45Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
I was cringing even before Jake Paul showed up. Now its a 100% NOPE!,Ugywm8YUggi2Sb-0i_V4AaABAg,0,0,2021-04-06T19:59:37Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Hollywood loves to push truth up our faces disguised as ""oh its just a movie!😉😏""

They know that modern day celebrity and fame for no reason is total horseshit and they're laughing at society while capitalizing on it.",UgzTsO9UhP4q5Dc_MA94AaABAg,2,4,2021-04-06T19:58:50Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Spider-Man 3? 😂,UgwAA5pba4uxpVSREs94AaABAg,0,1,2021-04-06T19:54:23Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Super excited for Andrew to be in Spider-Man No Way Home...I hope.,Ugx0y40AcSsiJ4ap6Kt4AaABAg,2,31,2021-04-06T19:53:03Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Anybody know the track that's being used throughout the trailer,Ugwl5jsgLPrCTWJiYop4AaABAg,0,1,2021-04-06T19:48:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
I wonder how this movie was pitched.,UgzUQCVj3UzdfQyx3mt4AaABAg,0,0,2021-04-06T19:46:06Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Anyone know where I can get 2 and a half minutes of my life back?,UgyFeN33j_nxX1OJDql4AaABAg,0,0,2021-04-06T19:42:52Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
YOURE SPECIAL TO ME PETER!!!,UgwUroUZm_S9b1ZgW654AaABAg,0,0,2021-04-06T19:35:17Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Eeew jake is in this,UgxnF0Z9pEh2pyhrZux4AaABAg,0,0,2021-04-06T19:35:03Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
MAYA HAWKE!!!,UgyNjuEA-dmzTfjbnP14AaABAg,0,3,2021-04-06T19:34:41Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"The film looks good, though there something weird/ironic about a Coppola doing a film about fame and falseness. Terrible title though - “No One Special” would have been much better.",Ugy7rkInGPD8J3B9VK14AaABAg,0,0,2021-04-06T19:31:07Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"“Who am I?”
“I’m Batman”",UgzgqvfcsOVV_ZrqIK94AaABAg,0,0,2021-04-06T19:26:17Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
What's wrong is that its taking place mainly on youtube like there are other platforms for the insanity that's taking place in this movie where the two main leada can earn money from,UgwAsWgXmO3-NSzw-2F4AaABAg,0,0,2021-04-06T19:25:00Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"I think Andrew Garfield,s gonna play the blonde Peter Parker in the next Spiderman movie like into the spiderverse😏",UgzLcwV51X1KLvNwS2J4AaABAg,3,3,2021-04-06T19:24:01Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
YouTube: The Movie,UgyKBvqMlGP1NGkQTrJ4AaABAg,0,0,2021-04-06T19:19:05Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Nooooo the unofficial David Dobrik movie. I wanna see a real one :/,Ugz8l4imfuhwRyhQ_ah4AaABAg,0,0,2021-04-06T19:12:52Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"WTF did I just watch?
 Such talented actors wasted on a garbage project :(",UgxJgaMppRITuRF1EQp4AaABAg,0,0,2021-04-06T19:11:26Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"I was into it till I saw Jake Paul, shame",Ugwo3sSRe4vVWk6aw-Z4AaABAg,0,0,2021-04-06T19:09:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
this trailer is already the movie.,UgwyZZssgpqQXeuV9PF4AaABAg,0,0,2021-04-06T19:09:03Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Oh my god!! What did they do to Steve!! Robin looks the same!!,Ugy-UEOlAr3TAVTO-nR4AaABAg,0,2,2021-04-06T19:08:24Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
cool,Ugwz-RbhJu9-nepFs_l4AaABAg,0,0,2021-04-06T19:07:26Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Actually sums up today's youth surprisingly well.,UgygP3w8jJtX81-Agr94AaABAg,5,125,2021-04-06T19:06:27Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Seems like a bio of that POS Jake or Logan Paul,Ugz36otRjS1C28WEItB4AaABAg,0,1,2021-04-06T19:06:23Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
ممثل سبايدرمان,UgwtLR_18T2NpKHQGap4AaABAg,0,0,2021-04-06T19:05:16Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Is it childish that I disliked this purely cause Jake Paul is in the trailer?,UgzeliaEpci2U87TSBJ4AaABAg,1,1,2021-04-06T19:03:01Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
If they ever make a movie about Hunter Biden this guy would be perfect,UgwVHiAqnNeapi8iXKl4AaABAg,0,2,2021-04-06T19:02:56Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Was so excited until I saw Jake Paul... Skipping this one.,Ugy_ZowYMOFBisbXr-R4AaABAg,0,2,2021-04-06T19:01:40Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
i’m sorry but what drunk person wrote this,UgzA2tK0CuLl_MYDCol4AaABAg,0,0,2021-04-06T19:01:30Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Garfields current films have been really enjoyable (Hacksaw Ridge, Silence, Breathe & Under the Silver Lake), looking forward to his future works (this one looks like it could go either way).",Ugw8_SH1MCwlqzQnEPJ4AaABAg,2,85,2021-04-06T18:59:38Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Isn’t that the creepy staring gf girl from YouTube?,Ugw41K0gI1YRKtWXokZ4AaABAg,0,2,2021-04-06T18:58:43Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
jake paul looks like a bar of soap,Ugx_jth5WTajOpF8H6h4AaABAg,0,1,2021-04-06T18:56:30Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"From the dialog, I get a feeling this might have originally been titled ""No One Special""",UgwhFe8Nfr_CzG_o5SN4AaABAg,3,203,2021-04-06T18:56:09Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
looks like a poor choice of a movie,UgzaNyDV13Jj585HgM94AaABAg,0,1,2021-04-06T18:54:28Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Am I on drugs right now? Is this one of those films parodying rich youtubers and calling them out for being fake etc? Nani?,UgxBjvV8bhtfqTS-bD94AaABAg,3,218,2021-04-06T18:54:23Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew looks good,UgzZBMwT9dSiQY29WaB4AaABAg,0,8,2021-04-06T18:54:18Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Dafuq is happening?,Ugz398LwTVjqA71yYZ14AaABAg,0,1,2021-04-06T18:51:35Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
This trailer is nothing special.,UgwLkDeCxQwAEpCf_pl4AaABAg,0,1,2021-04-06T18:49:37Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"you are spiderman, parker !",Ugz9OZ81lXBGR5P59YR4AaABAg,0,1,2021-04-06T18:47:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
looks like an image video from jean- ralphio sapersteins company entertaiment 720,UgwhON3-OrPIqoSR_TZ4AaABAg,0,0,2021-04-06T18:46:57Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Post credits, 
“Peter Parker... My name is Doctor Strange. I need you to come with me.”",Ugw2zvILcFr3KT9LksN4AaABAg,1,34,2021-04-06T18:46:50Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"So it’s literally just a 2016 Logan Paul rip-off, featuring the little brother that nobody can stand...

Andrew Garfield’s talent is so wasted on stuff like this😴",Ugx760Dc2Zg-W35B3n54AaABAg,0,9,2021-04-06T18:46:29Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"Judging by the soundtrack, I hate this already. And judging by the characters, I double hate it.",Ugx9amtu9dPnY0yDAKV4AaABAg,0,1,2021-04-06T18:44:39Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Spiderman 3 no way home trailer is looking legit!,Ugx9B8FLUHZLTWUMWYt4AaABAg,0,17,2021-04-06T18:44:27Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
"logan paul will kill himself after this movie...
or not  his so selfish",UgzDAC6QBQSZJPU6m_V4AaABAg,0,0,2021-04-06T18:43:37Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Why is Jake Paul in this? Lol,UgxUaZ_O3xwfyqJJisd4AaABAg,0,1,2021-04-06T18:43:20Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Not Logan Paul,UgxYcg7BZwh8dWdj2UN4AaABAg,0,0,2021-04-06T18:42:48Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
look at the shape andrews in. hes definitely ready to make that spider man return,UgyDlwaOm03zotUo2_l4AaABAg,1,27,2021-04-06T18:42:29Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
I AM SPIDER-MAN,UgwZD-Qenxdlye8Qm354AaABAg,0,1,2021-04-06T18:41:46Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
This looks really interesting but they had to go and bring Jake Paul into this? Cmon now,UgxXCUszFz-d7qW1_vF4AaABAg,0,3,2021-04-06T18:41:08Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Remind of Pretty Boys by Vincent Desta,UgwxWsD7zQ4Sq2D7cQZ4AaABAg,0,0,2021-04-06T18:39:16Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Y’all are bitching about jake Paul when he was literally there for a second haha.,UgyHDWlAh7uMLENrfEh4AaABAg,1,8,2021-04-06T18:38:12Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Unfortunately this is the era we are in,UgxZQp6D0wLWD-Vsjel4AaABAg,12,575,2021-04-06T18:37:17Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Freakin psychopath,UgwXCsHO3UWifDWatVR4AaABAg,0,0,2021-04-06T18:34:49Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Hollywood has officially ran out of ideas.,UgzNmIp9jZP63iiTpqF4AaABAg,0,2,2021-04-06T18:34:30Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Why put jake Paul in it tho...,UgwY2ch0ta60a-9VdwZ4AaABAg,0,1,2021-04-06T18:34:05Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Jake Paul......I'm gonna have to skip this one just out of principle,UgzbckwLkiP4Vw7-ObZ4AaABAg,0,12,2021-04-06T18:32:28Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
😴,Ugz1FtusA10EqryMvch4AaABAg,0,0,2021-04-06T18:30:58Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
i was about to watch this.... but then jake paul showed up,UgwlO30S91_RtKvFobJ4AaABAg,3,30,2021-04-06T18:30:56Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew is probably the most underrated actor of all time.,UgxKOLybbu2-TlcLxaJ4AaABAg,14,411,2021-04-06T18:29:47Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Ngl I saw Andrew Garfield and assumed spiderman straight away 😂,UgySaP4YlBmYKTHJSWh4AaABAg,0,5,2021-04-06T18:28:44Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
You had me at blonde Andrew Garfield,Ugx-e7O8g2NORxoCK1x4AaABAg,0,0,2021-04-06T18:22:31Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
looked pretty cool until I saw Jake Paul,Ugy-2SYXuc_bPdRFpAl4AaABAg,0,7,2021-04-06T18:21:07Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
what the hell is this???,UgwHxkDUIOU_JONT5iB4AaABAg,0,1,2021-04-06T18:20:20Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Is it just me or is this giving serious Euphoria vibes?,UgxUM7Mgr1qsS1-df814AaABAg,5,12,2021-04-06T18:20:15Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
Andrew Garfield's career kinda went downhill after spiderman because of Toxic fans. It's good to see him in some new stuff.,UgzFYRiWLHGc5ZtJyCB4AaABAg,3,1,2021-04-06T18:18:22Z,eFgjONcZHsw,2021-05-07,https://www.imdb.com/title/tt9224288/?ref_=adv_li_tt,2021-04-06,31
