Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference
We should rise up against this and get our 2 minuets of our lives back!,UgzXMCWS7n8Z1utQ-Ut4AaABAg,0,0,2012-10-23T18:35:50Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
I would never watch this..,Ugw_6L9LtjNwD2S3bRJ4AaABAg,0,0,2012-10-23T18:30:29Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
"Well, at least the plot seems original.",UgxyxKsSin5eewd8p4V4AaABAg,0,0,2012-10-23T18:25:50Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
What do u mean white people?,UgzTmXYXVd_ju1CGbV14AaABAg,0,0,2012-10-23T18:22:17Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
really?..,UgxuWAyWY0cYfP5Y0554AaABAg,0,0,2012-10-23T18:15:56Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
I still can't tell if it's a comedy or a thriller,Ugz5cVAkq6F9ZURskNp4AaABAg,0,0,2012-10-23T18:13:49Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
"Jesus Christ that's a crap. If that suppose to make me see it, you fail, dudes. Shitty actors, absolutely terrible dialogues, crapy music. Just because you have in your hand camera, doesn't make you director..
",UgxiocWKudCy8TSGkmJ4AaABAg,0,0,2012-10-23T17:58:36Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
This would be good if it didn't suck,UgyTP7UkEAbFgRZlzmN4AaABAg,0,0,2012-10-23T17:57:52Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
Yawn.....,UgzaupnCGbgM5W2dP4Z4AaABAg,0,0,2012-10-23T17:57:39Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
wow...this looks....how do i put this....shitty?,Ugy2SrEp3Rqjfkj2B_t4AaABAg,0,0,2012-10-23T17:57:11Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
"Looks like it's gonna be pretty bad
No offense",Ugx4wKk6sSgXilrEq394AaABAg,0,0,2012-10-23T17:55:49Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
Why are white people so persistent,UgzsC0RK3HPgXOeKhGB4AaABAg,1,0,2012-10-23T17:54:09Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
WTF ? ,UgyQPU1BXHLvUPzLIHh4AaABAg,0,0,2012-10-23T17:52:52Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
duuuuuuummmmmmmmmmmmmmmmbbbbbbbbbbbbbbbbbbbbbb,UgxVGBDX2Sl3bmasYbt4AaABAg,0,0,2012-10-23T17:51:12Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
Id say Sam looks to be pretty damn stupid,UgxHVtvicI1nZEKm-Jl4AaABAg,0,0,2012-10-23T17:49:12Z,GVEq7qBgcE,2012-11-02,https://www.imdb.com/title/tt2093944/?ref_=adv_li_tt,2012-10-23,10
"He wasn't keyse soze, Kevin Spacey was",UgxtN31JXn13YNty8BF4AaABAg,0,0,2012-11-30T20:20:28Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-30,7
@littlemisskristie22 sorry about de spelling,UgyjLo2i_AlpUPjV0S14AaABAg,0,0,2012-11-29T13:50:58Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-29,8
Looks veeeeeeery promising.,Ugx4ib1GO8wKzXn71rJ4AaABAg,0,0,2012-11-28T15:47:43Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-28,9
Basic Instinct going old,UgzPKnQ_qq0Ci8ktaX14AaABAg,0,0,2012-11-28T06:05:35Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-28,9
Kaiser Soze returns,Ugy3hemdszWsUN_2mn54AaABAg,0,0,2012-11-28T01:56:49Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-28,9
seems like not bad...,UgzX58yIEBo4YAIe3Yd4AaABAg,0,0,2012-11-28T01:45:58Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-28,9
"I thought this was about an awesome female battle robot, meh...",UgxDKUdxAGrm6zhvKQ14AaABAg,0,0,2012-11-28T00:05:54Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-28,9
Finally the movie!!!,UgxMsx_i4Va3QQXiW0N4AaABAg,0,0,2012-11-27T19:13:12Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
Welcome back Gabriel Byrne ,Ugypb-hpMq3AXCzw9zZ4AaABAg,0,0,2012-11-27T17:21:50Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
"oh yeah big spoiler: The detective is the killer, how I fucking hate trailers that give away the whole story",UgxfJXDsL3H3bu3b-714AaABAg,1,0,2012-11-27T17:20:58Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
has been a while Mr Byrne ,UgwWON6S6tWSh_n9CDp4AaABAg,0,0,2012-11-27T17:20:23Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
looks ,UgxKxC7VTI-Beczaijx4AaABAg,0,0,2012-11-27T17:09:13Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
seems good :) ,Ugx6DHnKlPR2ihToEYR4AaABAg,0,0,2012-11-27T17:08:58Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
it luks ok,UgxPNdhWbKtFpumJqHt4AaABAg,0,0,2012-11-27T17:05:32Z,up2gf6vQRD8,2012-12-07,https://www.imdb.com/title/tt1587411/?ref_=adv_li_tt,2012-11-27,10
"very sweet movie , Susan Boyle debut as actress i.e., interesting",UghzXXhhyDHbFngCoAEC,0,7,2013-11-12T22:56:11Z,rD_qvXm5LhE,2013-11-22,https://www.imdb.com/title/tt2739338/?ref_=adv_li_tt,2013-11-12,10
not one bit with Susan apart from 2 head shots that i saw. seems her placement is just for news and spam and seems to have worked well here with this title and FB post,UgiRIEtoasnWeHgCoAEC,0,4,2013-11-12T18:53:24Z,rD_qvXm5LhE,2013-11-22,https://www.imdb.com/title/tt2739338/?ref_=adv_li_tt,2013-11-12,10
I'd watch this.,UgggIDQkOxoAP3gCoAEC,0,1,2014-10-08T06:14:59Z,Af0emao5Zxg,2014-10-13,https://www.imdb.com/title/tt3625352/?ref_=adv_li_tt,2014-10-08,5
Looks awesome !! ,UghL0w_xZckZUXgCoAEC,0,1,2014-10-03T15:21:36Z,Af0emao5Zxg,2014-10-13,https://www.imdb.com/title/tt3625352/?ref_=adv_li_tt,2014-10-03,10
"Genios!!! los escucho siempre, saludos desde Argentina, felicidades!",UggeCAPiRLfGgngCoAEC,0,1,2017-05-22T20:12:38Z,gMNUl-gQsJ4,2017-05-26,https://www.imdb.com/title/tt4653272/?ref_=adv_li_tt,2017-05-22,4
Thanks for uploading,Ugh5MX6QHwCC83gCoAEC,0,2,2017-05-16T22:25:39Z,gMNUl-gQsJ4,2017-05-26,https://www.imdb.com/title/tt4653272/?ref_=adv_li_tt,2017-05-16,10
awesome!,UggnfXIHGiHvOngCoAEC,0,2,2017-05-16T21:43:33Z,gMNUl-gQsJ4,2017-05-26,https://www.imdb.com/title/tt4653272/?ref_=adv_li_tt,2017-05-16,10
this is a cheap rip off of 1000 pieces of gold... go watch it. much better,Ugwi2uEVYbA9HXJ_H6l4AaABAg,2,9,2017-11-01T00:35:24Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-11-01,2
chinese in america at that time were from south China so they should be speaking cantonese and not mandarin.,UgzpeQw-tbbQj9ZKyYt4AaABAg,4,42,2017-10-31T06:37:55Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-31,3
That's the grandma in Wendy the homecoming warrior,UgxraxoHtPcWXK0c72x4AaABAg,1,57,2017-10-26T00:03:45Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-26,8
"This movie is so cheaply made, plus its so obvious this is a chinese version of romeo and juliet both are gonna die in the end",UgxN_TaVl5T16xbmkdd4AaABAg,1,6,2017-10-25T19:09:06Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-25,9
"""Acting""",Ugx_g_z36nl5LtvpPBV4AaABAg,2,3,2017-10-25T13:45:53Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-25,9
"I have a question. The son's accent sounds more Asian than his father at times. I mean they are to be Chinese- Americans. Maybe because many of his linea in thw trailer are after the main female character. I am not sure. But I am just saying at times the character playing the son had a slight Chinese accent there. I am not saying that is impossible as it is to be authentic. And it does show that even if you live a different place and include yourself with the new dialect, you can still have your original accent from time to time.",UgyubfbuBS0JuIuCD1l4AaABAg,0,5,2017-10-25T11:50:47Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-25,9
"I like to write
My dream is to write a movie scenario
Like dreams become real
 I can sell the script of the movie I have written
This is my address
Hastin Nuraini
Jalan Lilin Mas 6 Dadaprejo Junrejo Batu East Java Indonesia
Tel: 6281334887683
I also want to have a role as a certain character of the story that I write
thank you",UgzlZXIbsSDOD2Qdhc54AaABAg,1,2,2017-10-24T22:26:12Z,1RT2ZbGciz4,2017-11-03,https://www.imdb.com/title/tt5156532/?ref_=adv_li_tt,2017-10-24,10
Could have sharpened it just a little more,UgyogNOfAeVl_qLAWk14AaABAg,0,0,2018-01-18T17:40:34Z,i3_mWtTvUhA,2018-01-26,https://www.imdb.com/title/tt6417256/?ref_=adv_li_tt,2018-01-18,8
the chick is bloody gorg,Ugwuda6C-KkPT0GcJEp4AaABAg,0,0,2018-01-17T23:36:30Z,i3_mWtTvUhA,2018-01-26,https://www.imdb.com/title/tt6417256/?ref_=adv_li_tt,2018-01-17,9
Katherine!!,UgxPYCbvujkJK5EaF-V4AaABAg,0,0,2018-01-17T02:15:25Z,i3_mWtTvUhA,2018-01-26,https://www.imdb.com/title/tt6417256/?ref_=adv_li_tt,2018-01-17,9
Seth Rogen would suite this role I don't know why,UgxVIXHj6JPrX-NhvhB4AaABAg,2,2,2018-08-15T16:24:19Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
01:23 THUG LIIIIFEEEE,UgyZq16OkEChp5urZiV4AaABAg,0,2,2018-08-15T08:24:12Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
Looks good,UgzCwoE0SL6yQFHb-Xx4AaABAg,0,2,2018-08-15T08:03:02Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
I love this cast!,Ugzn8unuhSVwde9yOx54AaABAg,1,1,2018-08-15T07:55:03Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
This movie looks like 💩,UgzipnUCAKI7X_vtRdh4AaABAg,0,2,2018-08-15T06:26:37Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
0:17-Todd in the Shadows?,UgxTSGAojpAy2_lx_7Z4AaABAg,0,0,2018-08-15T00:29:37Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-15,9
Proximamente,UgzXqIgOAH_Dgea0OJp4AaABAg,0,0,2018-08-14T23:57:21Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-14,10
Great thing to watch before I move to Arizona from the U.K. in a few days,UgzaHkP8J9oKHcqsEdJ4AaABAg,1,12,2018-08-14T23:35:12Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-14,10
Second 👍,UgwDLPGuZeM5BRpEMUl4AaABAg,2,0,2018-08-14T22:07:34Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-14,10
Hi. 🤗👍,Ugz1jqPL1qGkLmz1tJB4AaABAg,0,1,2018-08-14T22:05:05Z,azs9iwxxZpc,2018-08-24,https://www.imdb.com/title/tt2140629/?ref_=adv_li_tt,2018-08-14,10
WHO ARE THE DRUG PUSHERS/PIMPS/ILLEGAL ORGAN HARVESTING persons living within such homeless groups? There is always an 'INSIDER',Ugz7fNIRAYTA6Z7xn1R4AaABAg,0,0,2018-10-14T08:15:06Z,iTlea0s8Ipw,2018-10-19,https://www.imdb.com/title/tt8679160/?ref_=adv_li_tt,2018-10-14,5
greed will enslave us all.,Ugxo80kQc1bEAAwnAcF4AaABAg,0,0,2018-10-10T10:37:59Z,iTlea0s8Ipw,2018-10-19,https://www.imdb.com/title/tt8679160/?ref_=adv_li_tt,2018-10-10,9
imma cry when I watch this,UgxKmvMY67GJ0SC_6p54AaABAg,0,26,2019-07-11T22:39:34Z,UTc0L3o-RF4,2019-07-18,https://www.imdb.com/title/tt10195210/?ref_=adv_li_tt,2019-07-11,7
They need to change the effects for the subtitles.,UgyQte1cCEvA547G8vh4AaABAg,0,1,2019-09-09T02:02:48Z,3QChtgE9Y58,2019-09-13,https://www.imdb.com/title/tt10551420/?ref_=adv_li_tt,2019-09-09,4
Go-Fu,UgzKe0yf-N0LCoNAKq54AaABAg,0,2,2019-11-02T20:08:50Z,scojwXhmLHo,2019-11-07,https://www.imdb.com/title/tt11177112/?ref_=adv_li_tt,2019-11-02,5
"It's 2019, give a newer board game design a chance.",UgyTDwutGTYTbF1mQ2p4AaABAg,0,0,2019-11-02T03:05:29Z,scojwXhmLHo,2019-11-07,https://www.imdb.com/title/tt11177112/?ref_=adv_li_tt,2019-11-02,5
KWON SANG WOO!!,UgzBxrUryFXDGAEh4tN4AaABAg,0,2,2019-11-01T01:52:31Z,scojwXhmLHo,2019-11-07,https://www.imdb.com/title/tt11177112/?ref_=adv_li_tt,2019-11-01,6
like se buena la película yo vi la 1 y es muy buena un gran Like :),UgxkN0ryvRgWiLM9VMt4AaABAg,0,0,2019-10-31T17:52:07Z,scojwXhmLHo,2019-11-07,https://www.imdb.com/title/tt11177112/?ref_=adv_li_tt,2019-10-31,7
We should all listen to his message! Thank you David for all you shared with us. God bless you.,UgwAWk5CqEPl3-FGr7x4AaABAg,0,3,2020-10-03T16:55:32Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-10-03,1
I only watch this man hes amazing,Ugys65hYGucm3u8RZPV4AaABAg,0,1,2020-09-28T13:04:45Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-09-28,6
I just hope we act in time,UgzbAbJucKCyPlwif6p4AaABAg,0,1,2020-09-26T05:10:08Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-09-26,8
He is iconic af,UgwZovG9C80he53PGz14AaABAg,0,3,2020-09-24T19:05:50Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-09-24,10
this man is a global treasure.,UgzO7UaFhFbVN4jwmqp4AaABAg,2,34,2020-09-24T14:12:38Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-09-24,10
I disliked,UgywI1BusAIVWkfBH754AaABAg,6,1,2020-09-24T13:17:15Z,mU4wZhFCsGs,2020-10-04,https://www.imdb.com/title/tt11989890/?ref_=adv_li_tt,2020-09-24,10
I have no response for that..you won.... ,UgzbLsrgrt2WSv-MH7Z4AaABAg,0,0,2012-04-26T19:50:02Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-26,10
"I care, deeply. It is moments like these that I live for.",UgzlyAYBB5pMlRmuHHZ4AaABAg,0,0,2012-04-26T19:01:45Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-26,10
well ...you are funny I give you that :D,UgxDkgjblUWLurbgFBN4AaABAg,0,0,2012-04-26T18:18:40Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-26,10
im the first to reply to your comment,UgyUovj46fkOtSRbwSp4AaABAg,0,0,2012-04-26T15:43:09Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-26,10
Not first,UgxCrzUfWuwBTGstT3V4AaABAg,0,0,2012-04-26T00:27:32Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-26,10
Second,UgwO3bYzvsWqdERBjxd4AaABAg,0,0,2012-04-25T22:05:11Z,wsjD8YofTv4,2012-05-06,https://www.imdb.com/title/tt2129930/?ref_=adv_li_tt,2012-04-25,11
One less loudmouthed idiot walking the streets,UgzN3E0aUXEF9FBGuXV4AaABAg,0,1,2012-10-11T01:38:46Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-11,8
Nope. ,Ugys3Vf3lR1D3Pm3Q4h4AaABAg,0,0,2012-10-11T00:50:48Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-11,8
The will be millions of Libs laying it on this site about how bad they hated this guy.  Good man that just told the truth.  RIP Andrew!,UgwWirTxpV1KrGMqWOZ4AaABAg,0,4,2012-10-09T20:23:44Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
Ehh,UgxsljiYWNStDg2rNmx4AaABAg,0,0,2012-10-09T06:37:08Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
"Democrat's #1 public enemy, aside from Rush Limbaugh.

At least until he died.",UgwH6A3NLG9Jtc1rcvF4AaABAg,0,3,2012-10-09T05:20:55Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
"Your glad hes dead? Thats hateful and shows you how much character you have. If Nancy Pelsoi died, and someone said, i'm glad shes dead. The fur would fly.... See?",UgwRbamK2YfdkCUThgp4AaABAg,0,13,2012-10-09T04:02:52Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
"Not Demoncrats, but by his research into obamas college years... They always kill the messenger, but never the truth.
",Ugy9rDjd46IyusBxKZ54AaABAg,0,2,2012-10-09T04:01:20Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
Show me a clip of him saying something racist?  Study to show your self approved.,UgxRU5OA5P28QyulCPh4AaABAg,0,9,2012-10-09T03:59:54Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
A movie about a dead racist.  I guess it could be educational :D,UgzbwVsBxtcB0kgKOfF4AaABAg,0,0,2012-10-09T02:04:02Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
fucking going to miss this guy. RIP,UgzDpYj3Qvc1f29QwT14AaABAg,0,3,2012-10-09T00:19:44Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
I'll be glad when fools are dead that believe in a left or a right. :\,UgwqPYizM9_WJhCxKXh4AaABAg,0,0,2012-10-09T00:13:37Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-09,10
The Amazing Atheist had a fight with this guy.,UgzoRrbJkrsO6zavU7F4AaABAg,0,0,2012-10-08T23:38:05Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
You didn't miss anything all that important. ,UgzKkShrzwZItopvORN4AaABAg,0,0,2012-10-08T23:05:21Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
Andrew Brietbart had been posting almost nothing but bullshit on his website. There is a reason he is hated. ,UgzNkH6awYGszqZH6014AaABAg,0,0,2012-10-08T23:02:25Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
I seriously doubt that. ,UgzpgIgQaj7pTtTW9l14AaABAg,0,0,2012-10-08T23:02:19Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
I'm not surprised.,Ugz0Idev7fnjMbocq8J4AaABAg,0,0,2012-10-08T21:50:01Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
"This is just an attempt by republicans to try and make themselves look good by making others look bad - the liberals aren't perfect, (they are politicians), but they actually care about most normal people. Attacking what other people have done does not make what you have done ""good"" by default.",Ugw-dWsr3kFr79UDYgV4AaABAg,0,0,2012-10-08T21:11:20Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
"Spoiler Alert: He dies at the end.
",Ugz3POWh9s94os2xUN94AaABAg,0,0,2012-10-08T20:56:38Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
Losers like you. :),Ugx_46f1EVPLLzvthfV4AaABAg,0,0,2012-10-08T20:48:11Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
Never heard of him and don't care.,UgwDvWdpOYtxHpdmfFJ4AaABAg,0,0,2012-10-08T20:38:42Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
who the fuck cares about last,Ugw7eb1biDnFJFBpQ414AaABAg,0,0,2012-10-08T19:23:22Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
"But, not the last loser. ",Ugx84CgCHCOksWAGgQd4AaABAg,0,0,2012-10-08T19:15:23Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
Me too :D,Ugwvu22nHWO-RsSIq_54AaABAg,0,0,2012-10-08T18:48:16Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
never heard of him before :D,UgybPKpUtj23B6aLxot4AaABAg,1,1,2012-10-08T17:36:57Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
"yeah!!!!
FALL AND RISE that's the life,i am waiting for this movie",Ugxd3iFvS_n-XNAQMwN4AaABAg,0,1,2012-10-08T17:23:44Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
He's dead,UgynOJhmCZfRmnV1zUh4AaABAg,0,1,2012-10-08T17:14:09Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
Who gives a shit you bitch,Ugxv0y-zmhhjNeeFyaJ4AaABAg,0,0,2012-10-08T17:08:24Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
1st,UgweKaMDCy0mkWW3KA54AaABAg,0,0,2012-10-08T17:07:58Z,kUWPWem_wJk,2012-10-19,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012-10-08,11
"that shit looks intense... good.   go watch lockup and see the real life gay & transgender units, this looks scary real",Ugz0A7anAgdY6x9FIF94AaABAg,0,1,2012-11-21T15:43:37Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-21,5
...i thought it was interesting..,Ugwtt0AiSXuv9ZJITFl4AaABAg,0,0,2012-11-18T05:11:05Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-18,8
lol. looks ridiculous.,Ugzxe-1RYxMkZR5-AiB4AaABAg,0,0,2012-11-17T21:19:59Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-17,9
twilight is even better,UgxffO5qw4JVy1Fdazt4AaABAg,0,0,2012-11-17T11:50:36Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-17,9
"My prediction is... This film is going to be ridiculously controversial, the gay & lesbian community is going to get all up in arms about how they are being portrayed as evil and blablabla ",UgzxJV4C9RuDvV1rEON4AaABAg,0,7,2012-11-16T16:24:18Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-16,10
Craig owens from Chiodos is in here,UgwEG6uW4WYJcWknChx4AaABAg,0,1,2012-11-16T11:26:05Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-16,10
She ugly.,Ugx5XaScXOXXXXDmIYJ4AaABAg,0,0,2012-11-16T10:13:24Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-16,10
sounds like porn to me.,UgxB2q_zBs7vQdJR8vF4AaABAg,0,0,2012-11-16T06:14:05Z,sBQlXOCHl8Q,2012-11-26,https://www.imdb.com/title/tt1329177/?ref_=adv_li_tt,2012-11-16,10
